;job_title;job_type;location;median_salary
9566;it support technician;Full Time;North Ridgeville, OH 44039;47040.0
9568;landscaper;Full Time;Fairfax, VA 22031;96000.0
9571;equipment specialist;Full Time;East Liberty, OH 43319;73920.0
9572;operations manager;Full Time;Rochester, NY 14606;76800.0
9574;janitorialindustrial housekeeping;Full Time;Louisville, KY 40213;75360.0
9576;service administrator;Full Time;Lakeside, CA 92040;52000.0
9577;bus maintenance supervisormaintainertms helper;Full Time;New York City, NY 10004;47040.0
9578;custodial worker;Full Time;Sioux City, IA 51105;37440.0
9579;cnc machine operators;Full Time;Janesville, WI 53545;27840.0
9581;diesel truck technician;Full Time;Sarasota, FL 34243;58560.0
9582;maintenance technician;Full Time;Sioux City, IA 51105;37440.0
9583;maintenance technicianmechanic;Full Time;Hoven, SD 57450;30720.0
9586;project lead;Full Time;Des Moines, IA 50301;37440.0
9587;manufacturing test technician;Full Time;Secaucus, NJ 07094;79200.0
9589;new opportunities  multiple positions;Full Time;Sioux City, IA 51101;37440.0
9590;collision repair general manager;Full Time;Honolulu, HI 96817;
9591;chief building engineer supervisor;Full Time;Miami, FL 33101;58560.0
9592;production line assemblers  nd shift;Full Time;Eden Prairie, MN 55344;23040.0
9594;cargo tank mechanic;Full Time;Pasadena, TX 77507;71040.0
9595;lab assistants  production;Full Time;Neenah, WI 54956;24000.0
9597;process tech  hdpe shift;Full Time;Medina, OH 44256;73920.0
9598;manufacturing  distribution associates;Full Time;Sheridan, AR 72150;43200.0
9599;production scheduler;Full Time;El Dorado, AR 71730;124800.0
9600;commercial building engineer;Full Time;Houston, TX 77067;71040.0
9606;service porter needed;Full Time;Cleveland, OH 44130;73920.0
9607;assistant electronic gameroom technician;Full Time;Boynton Beach, FL 33426;58560.0
9610;material handlerlou  under general supervision;;Sunnyvale, CA 94085;38400.0
9611;sheet metal mechanic;Full Time;Everett, WA 98204;32640.0
9612;diesel technician;Full Time;Grand Forks, ND 58201;177600.0
9613;hvac technician senior;Full Time;Katy, TX 77494;36480.0
9615;maintenance technician;Full Time;Nashville, TN 37203;35520.0
9617;warehouse worker;Full Time;Grove City, OH 43123;73920.0
9618;electrical engineer;Full Time;La Crosse, WI 54601;43200.0
9619;electronics technician;Full Time;Gainesville, FL 32609;24000.0
9621;production supervisor;Full Time;Philadelphia, PA 19114;72000.0
9623;facility maintenance and repair technician;Full Time;Jacksonville, FL 32218;58560.0
9625;diesel mechanic;Full Time;New Town, ND 58763;177600.0
9626;maintenance technician;Full Time;Des Moines, IA 50320;37440.0
9627;associate director;Full Time;Philadelphia, PA 19104;72000.0
9628;print production associate rd shift;Full Time;Nashville, TN 37203;11520.0
9631;maintenance technician;Full Time;Davenport, IA 52801;105600.0
9632;vp of operations manager;Full Time;Santa Clara, CA 95050;52000.0
9633;landscape laborer;Full Time;Denver, CO 80207;74880.0
9634;ups parttime automotive supervisor;nan;Chelmsford, MA 01824;100800.0
9635;production workers  st shift;Full Time;Westby, WI 54667;43200.0
9636;groundskeeper  phoebe services;Full Time;Allentown, PA 18104;72000.0
9637;maintenance supervisor;Full Time;Conroe, TX 77303;100800.0
9638;propane service technician;Full Time;Winston-Salem, NC 27127;81600.0
9639;production equipment maintenance technician;Full Time;San Antonio, TX 78235;71040.0
9640;general utility worker  cisco food foundry sj;Part Time;San Jose, CA 95134;52000.0
9643;electrician;Full Time;Denton, TX 76201;91200.0
9644;machining and maintenance worker iii;Full Time;Oakland, CA 94607;147840.0
9646;mechanical technician;Full Time;Petaluma, CA 94952;52000.0
9647;security;Part Time;Lewis Center, OH 43035;73920.0
9648;imaging service engineer ii;Full Time;Brownsville, TX 78520;71040.0
9649;apprentice flexographic press operators  to hour   hour day or night shifts;Full Time;Hoffman Estates, IL 60169;75840.0
9651;production manager;Full Time;Jacksonville, FL 32205;58560.0
9655;maintenance technician;Full Time;Navarre, OH 44662;73920.0
9656;electrical mechanical technician;Full Time;Bolingbrook, IL 60440;75840.0
9658;probe technician;Full Time;Charlotte, NC 28269;81600.0
9659;maintenance mechanic;Full Time;San Jose, CA 95116;52000.0
9660;journeyman plumber;Full Time;Bronx, NY 10451;76800.0
9662;assistant service manager;Full Time;North Jackson, OH 44451;73920.0
9663;solid waste fuels technician;Full Time;Hannibal, MO 63401;72000.0
9665;vp operations;Full Time;Albuquerque, NM 87102;108480.0
9669;low voltage techniciancctvaccess control  fire;Full Time;Greensboro, NC 27401;81600.0
9671;consultant  hers rater hvac;Full Time;Milpitas, CA 95035;32640.0
9674;production workers;Full Time;Jim Falls, WI 54748;43200.0
9675;auto lube technician  sunset kia of;Full Time;Venice, FL 34285;58560.0
9677;maintenance technician;Full Time;Kansas City, KS 66111;76800.0
9680;maintenance mechanic;Full Time;Riverton, UT 84095;124800.0
9682;custodial second shift supervisor  arkansas childrens hospitalevs;Full Time;Little Rock, AR 72202;43200.0
9683;specialist;Full Time;Bremerton, WA 98310;37440.0
9684;facilities maintenance mechanic;Full Time;Wrightsville Beach, NC 28480;81600.0
9688;package operator;Full Time;Raymond, NH 03077;24000.0
9689;material handler;Full Time;Greer, SC 29650;44640.0
9691;maintenance mechanic;Full Time;Groveport, OH 43125;73920.0
9694;maintenance supervisor;Full Time;Howe, IN 46746;83520.0
9695;painter  body collision technician;Full Time;La Crosse, WI 54601;43200.0
9700;mazak programmer manufacturing engineer;Full Time;Charlotte, NC 28210;134400.0
9701;janitormaintenance tech;Full Time;Beverly, MA 01915;96000.0
9702;body technician;Full Time;Virginia Beach, VA 23453;115200.0
9703;nd shift  brazersolderer;Full Time;Brookfield, WI 53008;43200.0
9704;maintenance technician  manufacturinghydraulicpneumatic  mechanical;Full Time;Lakeland, FL 33805;92160.0
9706;machine repair  machine maintenance;Full Time;Detroit, MI 48238;78720.0
9709;production supervisor;Full Time;Charleston, SC 29456;44640.0
9712;rd shift packers;Full Time;East Vineland, NJ 08360;17280.0
9713;automotive technicianmechanic;Full Time;Wilmington, NC 28403;81600.0
9714;analytical bench chemist;Full Time;Newburyport, MA 01950;105600.0
9717;yard worker;Full Time;San Leandro, CA 94577;26880.0
9719;hvac;Full Time;Mount Laurel, NJ 08054;79200.0
9721;part time custodian;Full Time;Chesterfield, MO 63017;11520.0
9723;electrician;Full Time;Stockton, CA 95203;39360.0
9724;welding robot operator;Full Time;Raymond, MS 39154;37440.0
9725;surgical;Full Time;Indianapolis, IN 46202;83520.0
9727;material handler;Full Time;Franklin, IN 46131;25920.0
9728;hvac journeyman master service tech prince georges county;Full Time;Clinton, MD 20735;128160.0
9730;field service specialist  copier repair;Full Time;San Francisco, CA 94111;52000.0
9731;service technician sign on bonus;Full Time;Cheektowaga, NY 14225;76800.0
9733;hvac warrantyservice technician  hr  sign on bonus;Full Time;Audubon, PA 19403;72000.0
9735;machinist  cnc programmer  operator;Full Time;Akron, OH 44311;41280.0
9736;sales reps wanted for sears;Full Time;Sharon Hill, PA 19079;72000.0
9738;att  directv;Full Time;Bossier City, LA 71111;91200.0
9740;maintenance technician nd shift;Full Time;Milford, NH 03055;64800.0
9743;shopping cart repair foreman;Full Time;Worcester, MA 01606;103680.0
9744;os  maintenance techniciantemporaryon call;Full Time;Hon, HI 96813;
9746;maintenance technician;Full Time;Westfield, IN 46074;83520.0
9749;electrical maintenance technician;Full Time;Rogers, AR 72756;43200.0
9750;production supervisor;Full Time;Long Branch, NJ 07740;79200.0
9753;welding manager;Full Time;Mentor, OH 44060;220800.0
9754;diesel technician;Full Time;Heyburn, ID 83338;240000.0
9759;automotive mechanic;Full Time;Aurora, CO 80011;48000.0
9761;service technician;Full Time;Elk Grove Village, IL 60007;69120.0
9762;diesel mechanic;Full Time;Geneva, NY 14456;76800.0
9767;cnc programmer;Full Time;Ardmore, OK 73401;62400.0
9769;lead maintenance technician;Full Time;Clearwater, FL 33755;58560.0
9770;building maintenance technician;Full Time;Davenport, IA 52801;37440.0
9771;maintenance technician;Full Time;East Stroudsburg, PA 18301;72000.0
9772;commercial refrigeration;Full Time;Mexico, MO 65265;72000.0
9774;mechanic maintenance technician;Full Time;Tisbury, MA 02557;100800.0
9776;technical trainer;Full Time;Columbus, OH 43217;73920.0
9778;operations manager;Full Time;Spartanburg, SC 29303;44640.0
9779;express service technician;Full Time;Ogden, UT 84405;124800.0
9780;field service engineer;Full Time;Wooster, OH 44691;73920.0
9781;operations manager;Full Time;Holt, MI 48842;78720.0
9782;pcb process engineer;Full Time;Santa Clara, CA 95050;52000.0
9783;edm programmer  operator;Full Time;Machesney Park, IL 61115;30720.0
9785;operationsplant maintenance management trainee;Full Time;Youngstown, OH 44503;96000.0
9787;technician supervisor  home security  att  digital life;Full Time;Plano, TX 75023;71040.0
9789;production manager;Full Time;Fairlawn, OH 44334;73920.0
9790;substitute teachers;Full Time;Rockford, IL 61109;75840.0
9793;customer service representative fuelerwasherdetailer;nan;Pewaukee, WI 53072;43200.0
9794;custodian service worker  upper darby sd;Part Time;Drexel Hill, PA 19026;72000.0
9796;residential maintenance technician;Full Time;Washington, DC 20015;134400.0
9797;build analyst  it;Full Time;Salt Lake City, UT 84101;124800.0
9798;machine operator;Full Time;Philadelphia, PA 19124;72000.0
9799;copy machine technician;Full Time;Vancouver, WA 98663;25920.0
9802;car wash manager;Full Time;North Palm Beach, FL 33408;86400.0
9804;custodian service worker  national heritage academies   pt pm sw;Part Time;Cincinnati, OH 45207;73920.0
9805;machine repair tech;Full Time;Portland, CT 06480;74400.0
9807;apprentice;;Lawton, IA 51030;37440.0
9809;field service technician;Full Time;Anaheim, CA 92806;120000.0
9810;pest control technician;Full Time;Goodlettsville, TN 37072;35520.0
9811;assistant manager of horticulture and landscape operations;Full Time;Plantersville, TX 77363;69120.0
9812;production planner;Full Time;Philadelphia, PA 19112;72000.0
9813;material handler;Full Time;Greer, SC 29650;44640.0
9814;field service engineer;Full Time;Eden Prairie, MN 55344;72000.0
9817;general utility worker   hospital  patient   clinic;Part Time;Weston, FL 33331;58560.0
9818;process technicianmachine operator;Full Time;Modesto, CA 95357;52000.0
9823;ups part time preload supervisor;nan;Franklin Park, IL 60131;75840.0
9824;maintenance technician  apartment community;Full Time;Bowling Green, FL 33834;58560.0
9826;engineering technician ii;Full Time;Kings Bay, GA 31547;30720.0
9827;att  directv;Full Time;Bossier City, LA 71111;91200.0
9831;part time manufacturing operator ii forklift;Part Time;Nashville, TN 37201;35520.0
9832;maintenance technician;Full Time;Cape Coral, FL 33990;58560.0
9834;custodian;Full Time;Sparta, WI 54656;43200.0
9835;hvac;Full Time;Castro Valley, CA 94546;48000.0
9837;ups plant eng electrical  belt maintenance mechanic;nan;Louisville, KY 40213;75360.0
9839;maintenance supervisor;Full Time;Union Center, WI 53962;43200.0
9844;sales porter;Full Time;Cleveland, OH 44130;73920.0
9846;custodian service worker ft  janelia farm research campus;Full Time;Ashburn, VA 20147;115200.0
9847;odid and surface grinder;;Freeport, PA 16229;72000.0
9848;production manager;Full Time;Halfmoon, NY 12065;115200.0
9850;maintenance mechanic;nan;Lyons, CO 80540;74880.0
9851;electronic equipment assembler;Full Time;Jupiter, FL 33458;28800.0
9852;machine operator;Full Time;North Billerica, MA 01862;23040.0
9854;manufacturing repairs and service manager;Full Time;New Kensington, PA 15068;139200.0
9856;warehouse assembler;Part Time;Jacksonville, FL 32218;58560.0
9857;nd shift production supervisor;Full Time;Sweetwater, TN 37874;35520.0
9858;process technician;Full Time;Jackson Center, OH 45334;73920.0
9864;paint supervisor;Full Time;Georgetown, KY 40324;75360.0
9868;bindery operator;Full Time;Grove City, OH 43123;21120.0
9870;forklift driver  shipping  receiving  fridays off;Part Time;Cedarburg, WI 53012;43200.0
9871;digital marketing coordinator;Full Time;South Bend, IN 46628;83520.0
9872;tig welder;Full Time;Green Bay, WI 54304;43200.0
9873;warehouse worker;Full Time;Jonesville, SC 29353;22080.0
9877;production supervisor;Full Time;Fremont, CA 94538;52000.0
9878;quality;Full Time;Batesville, SC 29607;23040.0
9879;loaderunloader;Part Time;Vacaville, CA 95688;52000.0
9881;cnc hard milling electrode operator;Full Time;San Dimas, CA 91773;52000.0
9883;metal shop laser programmer;Full Time;Richmond, VA 23231;32640.0
9884;production supervisor  off shift roles;Full Time;East Chicago, IN 46312;83520.0
9886;general laborer needed forgreat company;Full Time;Mount Pleasant, PA 15666;19200.0
9887;setting operator;Full Time;East Longmeadow, MA 01028;100800.0
9888;career  sports minded entertainment marketing;Full Time;Miami, FL 33186;58560.0
9890;college grads entry level sales and marketing;Full Time;Centerville, OH 45458;73920.0
9891;tool and die maker;Full Time;Palatine, IL 60038;75840.0
9894;high reach forklift operator;Full Time;Levittown, PA 19054;30720.0
9896;mechanical engineer;nan;Cherry Hill, NJ 08002;79200.0
9897;marketing associate paid training;Full Time;Simi Valley, CA 93065;52000.0
9898;entry level event marketing  sales;Full Time;Philadelphia, PA 19123;72000.0
9899;machinist;Full Time;Wilson, NC 27893;81600.0
9901;machinist;Full Time;Chardon, OH 44024;73920.0
9902;machine operator  machinist;Full Time;Kansas City, KS 66106;76800.0
9903;material handler;Full Time;Statesville, NC 28625;23040.0
9905;scale operator;Full Time;Tullytown, PA 19007;26880.0
9907;quality manager;Full Time;Greenville, SC 29601;44640.0
9909;now hiring customer service and sales representatives;Full Time;Tualatin, OR 97062;25440.0
9910;promotions assistant marketing advertising public relations;Full Time;West Palm Beach, FL 33406;58560.0
9911;manufacturing engineercnc programmer;;Utica, NY 13501;76800.0
9912;laundry manager;Full Time;San Diego, CA 92109;149760.0
9913;product marketing specialist  up to;Full Time;Carlsbad, CA 92010;38000.0
9914;machine operators;Full Time;Northbridge, MA 01534;100800.0
9915;production managersupervisor;Full Time;Joliet, IL 60433;75840.0
9918;cnc machinist edm wire operatortrainee nd shift;Full Time;Norristown, PA 19403;72000.0
9921;general warehouse support;Full Time;Aurora, CO 80011;74880.0
9925;septic service technician;Full Time;Tomah, WI 54660;43200.0
9926;site manager;Full Time;Gonzales, TX 78629;71040.0
9927;all positions;Full Time;Kingsburg, CA 93631;52000.0
9928;assurance resource manager;Full Time;San Jose, CA 95110;52000.0
9930;manufacturingengineering;Full Time;Ambler, PA 19002;72000.0
9931;assembly technician  electronic ate;Full Time;Jeffersonville, IN 47130;83520.0
9932;production setup operator;Full Time;Cleveland, OH 44101;19200.0
9933;sr regional;Full Time;La Porte, IN 46352;83520.0
9934;cnc programmer;Full Time;Monrovia, CA 91016;47040.0
9935;maintenance electrical technician;Full Time;Brockport, NY 14420;50880.0
9937;assembly technician  mechanical atm;Full Time;Jeffersonville, IN 47130;83520.0
9939;warehouse worker;Full Time;Miami, FL 33142;58560.0
9941;material handling specialist;Full Time;Mount Juliet, TN 37122;24000.0
9942;sanitation technician swing shift;Full Time;Carlton, OR 97111;24960.0
